order_item_id,order_id,product_id,quantity,unit_price,discount
260,2906,199,5,1052.08,0.1943
261,4697,75,2,1229.1,0.2907
262,3486,168,2,1353.78,0.1964
263,7347,53,1,1240.01,0.219
264,6122,39,1,556.52,0.0774
265,8073,35,4,2291.45,0.2289
266,4919,82,3,1702.73,0.1639
267,7455,138,3,1632.88,0.1698
268,7407,51,1,2094.13,0.042
269,1090,118,4,1696.38,0.2205
270,6860,192,1,315.93,0.1999
271,3925,59,3,858.65,0.0451
272,6111,26,5,943.41,0.0539
273,1828,113,2,1685.29,0.259
274,9812,115,2,1767.33,0.1856
275,7020,3,4,1397.79,0.0457
276,5037,77,3,1008.63,0.0647
277,5422,98,4,2192.5,0.1406
278,786,17,4,1393.98,0.2704
279,6854,65,4,2062.25,0.1514
280,3937,1,2,2318.77,0.0543
281,3059,88,4,1065.8,0.2544
282,5666,118,3,737.56,0.1252
283,3663,57,3,939.47,0.2085
284,6728,124,5,220.62,0.0403
285,4851,11,3,885.73,0.2296
286,5771,67,2,1273.29,0.2755
287,7854,55,3,526.59,0.2469
288,8209,86,1,457.41,0.0092
289,6174,41,4,802.73,0.1762
290,8107,105,5,265.19,0.1733
291,1064,187,1,1240.4,0.2448
292,916,30,3,1594.16,0.2983
293,1692,25,3,1477.09,0.2796
294,8476,199,4,711.36,0.0307
295,6203,64,4,2153.77,0.2282
296,3006,103,2,287.63,0.2784
297,5104,153,5,18.88,0.1223
298,3402,194,2,349.17,0.2789
299,1750,162,3,1814.0,0.2713
300,7431,183,5,1974.78,0.1921
301,1378,186,5,1919.51,0.2723
302,7852,86,2,820.97,0.2219
303,2367,182,3,2189.04,0.1879
304,4817,117,3,2225.4,0.0938
305,1069,129,2,2052.95,0.1675
306,8008,146,5,1846.53,0.2041
307,2410,16,5,2105.06,0.1563
308,6906,184,1,1650.91,0.1504
309,5581,159,2,2410.88,0.2684
310,4103,48,3,1580.69,0.2954
311,5379,124,1,425.38,0.215
312,6232,77,2,468.81,0.1029
313,4638,162,5,1085.14,0.2689
314,5480,162,4,1802.86,0.2468
315,5077,120,2,363.87,0.2223
316,369,60,5,498.96,0.1169
317,5127,76,4,206.78,0.1808
318,4775,165,3,431.27,0.1161
319,2434,40,4,562.0,0.0519
320,4779,145,3,1402.98,0.2331
321,396,169,4,980.27,0.2099
322,540,56,5,248.13,0.0906
323,2668,182,1,408.67,0.1532
324,1171,141,3,1306.96,0.1789
325,1308,174,2,342.75,0.2417
326,6732,72,4,1826.3,0.0085
327,3676,145,2,251.81,0.2616
328,1531,139,3,487.6,0.1144
329,1498,40,3,2191.89,0.1567
330,3814,174,4,1340.93,0.1396
331,2758,65,2,2473.09,0.2367
332,4672,32,1,393.95,0.1986
333,9077,108,1,207.46,0.2238
334,5001,180,1,203.54,0.2913
335,8695,10,1,2339.33,0.2336
336,1994,108,1,1613.39,0.2205
337,8417,115,4,852.6,0.0408
338,522,187,1,969.45,0.1057
339,2976,143,3,1754.91,0.1783
340,7494,131,3,1547.41,0.0888
341,9683,137,4,899.23,0.1962
342,7615,136,1,1729.68,0.0788
343,5865,74,4,866.34,0.0953
344,4843,124,4,1139.17,0.01
345,1157,8,5,2129.23,0.0695
346,7793,16,3,308.87,0.1535
347,654,11,2,1089.62,0.1903
348,2609,23,4,243.39,0.1324
349,4875,184,4,111.27,0.1021
350,8351,56,4,2415.7,0.1695
351,7106,150,1,1412.89,0.0189
352,138,104,2,2443.1,0.0819
353,533,146,1,2149.3,0.1158
354,3374,39,1,2463.43,0.144
355,6879,131,2,2337.53,0.2422
356,8907,136,5,2199.95,0.226
357,3146,133,3,1814.74,0.1417
358,6676,91,3,1840.64,0.1477
359,2325,5,3,2357.6,0.2107
360,8613,19,1,2442.87,0.1506
361,6030,125,1,2360.91,0.0397
362,4165,61,1,1215.72,0.1384
363,1176,46,5,2194.22,0.1807
364,720,146,1,1282.9,0.1758
365,9879,189,2,1417.17,0.0384
366,3572,188,1,2062.75,0.2911
367,5840,130,1,2077.78,0.1102
368,180,178,4,2062.21,0.2964
369,7667,191,2,2073.58,0.2454
370,1773,71,4,1075.98,0.0722
371,8,177,4,1333.25,0.2755
372,6246,114,1,643.06,0.0694
373,5777,199,5,1166.65,0.0413
374,4101,18,2,2402.38,0.127
375,2888,108,1,2044.18,0.0424
376,7547,90,3,916.25,0.0144
377,6750,144,3,1587.8,0.0975
378,7897,46,5,644.72,0.0888
379,3756,103,2,529.74,0.2771
380,973,94,2,1052.68,0.127
381,5956,153,4,441.93,0.2972
382,6794,136,3,1393.53,0.0369
383,5276,64,3,1070.62,0.1594
384,7468,142,3,358.42,0.2159
385,4607,22,2,1755.68,0.0928
386,2327,116,1,1806.69,0.0437
387,7005,78,3,2227.74,0.1844
388,3439,91,3,1784.62,0.1746
389,5653,35,5,554.75,0.1007
390,7042,104,4,1662.56,0.0778
391,5003,179,5,2441.11,0.2554
392,5750,76,1,2133.24,0.2856
393,1874,171,5,1093.19,0.2099
394,397,75,5,1744.73,0.1503
395,2349,131,3,55.3,0.0275
396,5960,107,3,559.16,0.0316
397,3466,183,4,1006.68,0.1382
398,4699,19,4,1035.72,0.2702
399,6737,170,5,2197.87,0.2313
400,4312,189,2,2472.86,0.2078
401,7957,23,2,1145.2,0.0778
402,1,4,4,984.71,0.0413
403,7312,96,1,341.48,0.2686
404,5370,193,4,596.69,0.0562
405,1195,4,5,362.48,0.07
406,1100,187,2,875.96,0.2295
407,3552,91,5,1872.12,0.2338
408,762,123,1,69.45,0.2059
409,7618,104,3,2180.63,0.0435
410,8288,80,4,1810.79,0.0561
411,9766,30,3,931.0,0.2507
412,5467,102,2,1320.54,0.0963
413,6127,161,1,285.76,0.1665
414,8459,161,5,1950.76,0.2422
415,1122,20,4,1957.35,0.0842
416,2605,48,2,954.7,0.0527
417,6810,27,1,662.77,0.1064
418,3206,160,5,1467.84,0.1569
419,4651,155,5,817.0,0.132
420,9310,25,2,1764.76,0.083
421,7904,66,5,1785.87,0.1199
422,5137,12,3,2446.42,0.2248
423,9845,101,3,891.53,0.1672
424,5261,174,1,153.81,0.0935
425,2096,48,3,2214.02,0.1522
426,2843,112,2,38.68,0.2296
427,6714,106,1,1127.05,0.0879
428,2301,85,4,654.23,0.0557
429,1727,37,5,1034.7,0.1652
430,513,132,3,448.62,0.144
431,6891,90,4,1691.04,0.1768
432,796,189,5,1410.57,0.0332
433,4960,71,2,1019.28,0.0656
434,9819,102,4,1666.24,0.0187
435,3282,175,1,222.36,0.2512
436,7910,47,2,2147.26,0.1191
437,5885,120,3,1143.93,0.268
438,9257,17,4,1545.22,0.2837
439,8554,32,2,702.54,0.0176
440,2999,138,2,2430.6,0.1313
441,752,178,4,1136.54,0.1313
442,1337,187,3,477.06,0.1945
443,9494,18,2,410.12,0.0214
444,4418,194,4,705.04,0.2804
445,1961,163,2,1935.09,0.2356
446,4651,6,1,780.3,0.0069
447,3106,3,4,219.64,0.0564
448,2,199,4,1125.86,0.2474
449,750,35,2,547.55,0.0669
450,7739,77,4,2303.5,0.1103
451,2849,102,1,941.85,0.1955
452,7620,194,3,798.2,0.0209
453,3602,66,1,1129.11,0.2024
454,9226,51,4,86.36,0.0811
455,8626,124,4,1334.45,0.0515
456,618,200,2,2467.15,0.0297
457,5342,73,5,867.71,0.0468
458,8982,162,5,2338.84,0.1656
459,3623,167,3,317.74,0.2813
460,4417,95,2,1481.09,0.2044
461,8990,49,1,436.08,0.1352
462,9971,175,2,2199.79,0.2908
463,2927,36,2,1816.36,0.072
464,5240,22,1,2189.53,0.2479
465,5663,77,2,1735.63,0.0486
466,5863,172,4,1686.06,0.0672
467,652,195,3,1328.52,0.1449
468,9489,189,5,1370.78,0.0308
469,472,137,1,1960.7,0.0871
470,8028,48,5,1438.31,0.2011
471,4852,18,4,1090.61,0.1389
472,1319,90,5,1773.35,0.1691
473,4975,126,4,2410.48,0.0154
474,9176,157,5,2275.36,0.0752
475,4744,176,3,823.6,0.23
476,2651,140,4,976.45,0.1721
477,3610,167,1,2394.35,0.0003
478,9804,151,1,593.64,0.1805
479,7993,19,2,332.54,0.0399
480,207,24,2,1198.97,0.0396
481,4885,107,3,1123.18,0.2787
482,3237,44,5,1376.36,0.2905
483,124,94,5,94.42,0.1582
484,6021,95,4,527.79,0.1774
485,4369,49,3,2009.57,0.1221
486,8666,111,4,910.56,0.265
487,354,4,1,2292.64,0.1568
488,2145,62,1,1428.55,0.2783
489,8729,18,5,67.85,0.0666
490,1085,188,2,2445.74,0.0284
491,1118,109,2,802.85,0.2962
492,962,128,1,931.81,0.148
493,758,126,4,2277.95,0.1844
494,7821,64,5,2196.86,0.1028
495,1789,101,4,1717.28,0.0401
496,1320,148,2,40.41,0.2523
497,682,180,3,23.91,0.0434
498,9044,36,2,457.94,0.1507
499,6091,190,4,1909.88,0.2493
500,750,48,2,2089.86,0.1981
501,8089,96,2,-20.0,0.2024
502,9055,57,2,210.56,0.0692
503,2347,57,2,1075.69,0.1577
504,708,91,5,2323.32,0.0125
505,3968,169,1,1318.35,0.0181
506,2716,53,2,1836.38,0.2169
507,9112,88,2,1775.69,0.2358
508,9533,62,5,2137.59,0.0417
509,7036,157,5,2460.77,0.2853
510,7813,39,3,2451.04,0.0392
511,8033,82,5,1357.0,0.126
512,9867,10,3,843.71,0.059
513,8456,189,3,1973.59,0.0296
514,480,56,2,1760.88,0.2898
515,6665,9,4,1962.49,0.1316
516,7211,178,2,760.47,0.0991
517,1120,12,1,1464.09,0.0984
518,9610,130,3,475.23,0.0625
519,4620,73,4,560.48,0.2907
520,8594,17,5,932.52,0.1467
521,1495,35,5,1780.63,0.159
522,2700,174,5,771.68,0.2132
523,3851,195,4,831.34,0.1223
524,3938,198,5,2000.84,0.0838
525,6427,87,5,2284.61,0.0878
526,4629,35,3,2102.38,0.1045
527,8138,200,5,474.26,0.173
528,6906,34,4,1152.47,0.2492
529,3149,11,5,1762.4,0.0728
530,7913,110,2,1784.75,0.1752
531,8902,131,3,1001.14,0.2252
532,5788,10,1,1060.02,0.2984
533,1940,82,2,1449.65,0.2723
534,9172,82,1,1699.81,0.1942
535,8617,12,4,197.54,0.2841
536,5124,118,1,1617.12,0.2819
537,4180,179,1,1287.94,0.0134
538,792,83,5,109.42,0.1953
539,4753,97,3,163.1,0.1954
540,4153,89,1,510.46,0.203
541,1636,108,4,898.62,0.2816
542,9161,187,4,1905.55,0.0862
543,4497,2,4,797.17,0.0709
544,952,2,5,1912.06,0.1439
545,6080,133,2,1252.07,0.0911
546,522,150,5,535.16,0.0958
547,6066,161,5,1945.81,0.0744
548,1975,69,1,1809.66,0.2014
549,6414,156,3,104.52,0.2203
550,1883,186,4,1841.33,0.0297
551,5462,142,3,1676.39,0.2397
552,6284,104,2,948.09,0.0804
553,5098,107,3,1579.01,0.0396
554,6408,50,3,391.62,0.1371
555,4545,169,2,1475.5,0.1841
556,7395,143,2,444.04,0.2165
557,3132,68,4,295.4,0.1801
558,5175,43,4,513.97,0.2814
559,4096,183,2,316.62,0.0061
560,8714,49,2,322.48,0.2734
561,4322,146,5,2209.95,0.22
562,6260,81,4,2249.27,0.2808
563,5460,95,4,1839.17,0.0748
564,5227,153,5,1958.94,0.057
565,5639,140,5,909.79,0.299
566,6677,183,4,1366.84,0.1337
567,7932,47,5,2039.57,0.0819
568,6475,84,4,1230.48,0.2377
569,4652,93,1,1846.34,0.1611
570,8415,67,4,1067.18,0.186
571,5330,199,5,875.41,0.0164
572,9942,192,2,2119.48,0.1996
573,7973,60,3,841.65,0.2075
574,2476,97,3,1196.88,0.0412
575,3137,171,3,283.71,0.2234
576,9074,165,3,1282.09,0.0209
577,6662,160,2,1520.18,0.0281
578,2342,85,3,985.78,0.188
579,221,180,1,1622.05,0.2835
580,6571,53,5,1111.72,0.1326
581,2361,105,4,1074.33,0.0484
582,5835,184,2,1065.28,0.2237
583,5584,72,3,2151.03,0.1769
584,3649,130,3,1823.3,0.292
585,252,176,3,1149.82,0.0419
586,6839,16,5,1602.2,0.2305
587,5232,91,2,2061.93,0.0784
588,1788,164,1,1148.1,0.2736
589,280,138,4,2113.11,0.2365
590,4390,92,1,455.14,0.1369
591,5635,81,1,1488.44,0.0134
592,6312,126,3,909.81,0.2052
593,2102,89,2,261.69,0.1386
594,3650,146,3,2230.98,0.2394
595,9843,92,4,1231.72,0.2222
596,6870,2,2,1358.16,0.2245
597,5742,128,1,1301.09,0.0514
598,24,40,3,1363.71,0.1309
599,7262,42,1,1470.99,0.141
600,8448,95,4,2180.79,0.2355
601,9430,153,5,2370.15,0.1217
602,3943,129,4,1554.16,0.2596
603,1064,16,2,949.24,0.0825
604,8987,170,5,1294.83,0.2958
605,9679,165,1,1761.72,0.0265
606,2484,105,5,1329.97,0.1491
607,7717,37,3,662.56,0.1766
608,5110,199,1,1523.3,0.1328
609,1235,134,5,2223.67,0.1645
610,7627,150,4,279.76,0.2336
611,2292,114,5,191.19,0.0511
612,8954,95,2,2438.02,0.2843
613,4239,174,1,2011.26,0.1177
614,1785,40,5,1040.17,0.1867
615,8512,54,1,86.68,0.1324
616,3993,46,4,2335.06,0.1798
617,4529,164,2,1988.63,0.2175
618,3651,119,1,1524.48,0.1521
619,7403,41,2,1983.77,0.0335
620,2780,98,4,1576.69,0.1
621,3616,67,1,1689.31,0.2415
622,6347,126,4,2262.92,0.1709
623,1997,23,4,1025.52,0.2275
624,9489,171,2,1327.48,0.2664
625,8036,61,4,1956.02,0.1316
626,6110,17,4,688.15,0.1059
627,110,193,5,1509.61,0.0334
628,412,3,1,884.6,0.0812
629,71,78,4,141.15,0.1265
630,3728,30,3,399.23,0.0397
631,718,21,3,296.96,0.0339
632,5477,144,5,1378.98,0.1336
633,6814,62,4,312.95,0.1117
634,719,60,5,1363.55,0.254
635,7737,115,3,1838.79,0.0084
636,7736,137,1,1585.74,0.229
637,8319,66,4,1876.5,0.0625
638,8618,154,5,1236.19,0.2639
639,7243,106,1,1849.32,0.085
640,2326,67,5,1981.99,0.1652
641,2436,15,1,638.28,0.0761
642,2819,12,1,2143.33,0.1236
643,536,19,5,2341.69,0.0715
644,6452,14,3,1832.24,0.1119
645,7747,143,5,2428.66,0.2595
646,5173,87,2,175.84,0.2084
647,9337,11,4,388.21,0.1004
648,9914,63,3,2258.51,0.2563
649,3491,43,3,91.75,0.0154
650,3871,195,5,1476.31,0.2116
651,1780,171,4,682.89,0.1879
652,3148,129,2,1145.87,0.1124
653,906,132,5,974.99,0.1238
654,2132,85,4,482.81,0.1137
655,6948,25,5,1470.73,0.1923
656,8499,84,4,518.34,0.0714
657,3517,74,3,1026.85,0.2984
658,4433,53,5,1929.54,0.0009
659,5992,163,2,1678.45,0.1398
660,8709,153,4,1629.19,0.0688
661,101,131,2,1258.05,0.1063
662,6061,179,2,483.96,0.2589
663,2148,178,5,1121.68,0.1072
664,2221,13,4,1182.33,0.0642
665,28,35,1,519.19,0.1101
666,4853,183,2,1509.8,0.096
667,3337,146,4,1290.16,0.1524
668,2363,179,3,827.94,0.27
669,4134,30,2,530.21,0.2089
670,3677,40,2,368.77,0.255
671,2376,110,2,2203.49,0.0904
672,48,30,3,2348.72,0.0089
673,7059,186,3,2050.05,0.1086
674,8198,88,5,1491.16,0.2121
675,5534,90,1,2404.74,0.0828
676,8962,65,5,1176.24,0.083
677,7603,97,1,126.12,0.0279
678,1363,72,2,943.34,0.0624
679,3341,12,4,459.99,0.2199
680,817,136,2,1733.49,0.1523
681,8,78,3,750.48,0.0201
682,4873,18,1,1181.62,0.2992
683,2533,104,2,2336.95,0.1702
684,2760,65,1,2481.4,0.0467
685,329,138,5,1344.4,0.0145
686,4876,37,3,699.31,0.1673
687,2386,29,3,1107.04,0.0758
688,3981,174,4,2190.22,0.0752
689,2467,104,2,606.73,0.1485
690,5330,122,3,170.46,0.1393
691,1195,44,4,2047.59,0.1079
692,101,164,3,1331.81,0.2427
693,2462,18,5,2243.85,0.12
694,6716,79,2,1718.05,0.1345
695,323,160,2,103.19,0.1885
696,7833,109,1,1971.42,0.2144
697,3650,20,4,489.17,0.1115
698,4847,34,5,330.0,0.1562
699,5756,73,1,1412.53,0.1507
700,607,169,5,1110.1,0.2637
701,8709,98,1,764.81,0.1252
702,9301,163,1,1477.78,0.1381
703,4336,185,2,1861.93,0.1727
704,839,120,5,1240.99,0.1996
705,1122,27,4,1973.46,0.0003
706,3966,18,4,1055.21,0.1955
707,3342,149,1,1254.63,0.0457
708,1337,146,1,1367.86,0.2928
709,1260,155,5,798.91,0.1074
710,7193,156,2,918.18,0.1445
711,645,97,2,1286.15,0.0205
712,597,143,5,2210.13,0.2616
713,6390,173,5,1382.6,0.0743
714,2811,47,2,285.01,0.092
715,4537,119,1,1831.45,0.1862
716,6770,36,2,1298.1,0.0023
717,468,19,3,1007.64,0.2972
718,9157,99,3,1733.07,0.1522
719,9830,45,5,429.49,0.2503
720,2787,103,3,1966.53,0.2721
721,8419,57,4,1795.16,0.0001
722,2809,76,3,475.67,0.1285
723,9497,119,2,2118.27,0.2669
724,5790,157,3,494.03,0.2078
725,8706,16,1,1698.45,0.2218
726,212,150,5,929.19,0.1654
727,770,72,1,1892.82,0.2928
728,7532,55,3,159.13,0.031
729,8623,140,1,635.81,0.2611
730,3259,144,4,1184.18,0.2033
731,260,55,1,1790.96,0.1643
732,1755,47,4,1544.35,0.2007
733,46,73,2,2385.78,0.2352
734,877,27,1,1404.17,0.0556
735,8155,111,3,765.0,0.0662
736,2918,99,2,1092.68,0.0735
737,1956,139,5,202.49,0.104
738,9793,95,5,305.65,0.1698
739,2275,143,3,1301.19,0.2733
740,7736,181,4,2439.59,0.0762
741,1740,121,1,622.67,0.166
742,5667,91,5,1946.32,0.293
743,3191,33,1,925.99,0.2031
744,334,199,2,93.99,0.1287
745,1531,100,1,422.22,0.0223
746,556,22,5,1559.67,0.0971
747,8923,65,4,584.14,0.0964
748,4824,58,5,2130.82,0.2021
749,4034,27,3,926.79,0.0513
750,1164,116,5,575.63,0.148
751,6029,140,1,1950.56,0.1199
752,9492,188,1,409.77,0.0421
753,2021,72,4,2382.66,0.2665
754,7686,33,5,605.92,0.1864
755,6024,114,2,2040.93,0.2021
756,7445,194,2,1299.32,0.1186
757,3687,137,2,1851.71,0.2513
