payment_id,order_id,payment_date,amount,status
66,66,2025-09-27 19:00:00,2396.69,approved
67,67,2025-06-11 20:00:00,1152.54,approved
68,68,2025-03-27 01:00:00,3051.95,approved
69,69,2025-06-09 11:00:00,2101.12,approved
70,70,2025-03-07 04:00:00,2973.37,approved
71,71,2025-04-06 10:00:00,1653.05,approved
72,72,2025-10-13 06:00:00,1762.27,approved
73,73,2025-08-17 11:00:00,1032.71,approved
74,74,2025-04-04 05:00:00,1369.17,failed
75,75,2025-11-25 03:00:00,1995.78,approved
76,76,2025-09-15 17:00:00,3315.77,approved
77,77,2025-07-25 18:00:00,2108.41,approved
78,78,2025-01-09 12:00:00,,approved
79,79,2025-07-03 23:00:00,44.35,approved
80,80,2025-09-27 05:00:00,2981.44,approved
81,81,2025-06-05 18:00:00,1287.85,approved
82,82,2025-03-21 05:00:00,1116.08,approved
83,83,2025-03-13 14:00:00,2806.54,approved
84,84,2025-06-09 06:00:00,3309.87,approved
85,85,2025-01-24 20:00:00,2623.2,approved
86,86,2025-08-04 23:00:00,624.99,approved
87,87,2025-04-05 22:00:00,1382.0,approved
88,88,2025-07-11 00:00:00,2662.71,pending
89,89,2025-07-12 12:00:00,3176.1,approved
90,90,2025-11-24 13:00:00,3495.13,pending
91,91,2025-10-15 07:00:00,1800.23,approved
92,92,2025-06-17 19:00:00,2882.39,approved
93,93,2025-01-05 01:00:00,182.28,approved
94,94,2025-02-19 11:00:00,1014.67,approved
95,95,2025-09-26 06:00:00,1312.87,approved
96,96,2025-02-09 14:00:00,3414.82,approved
97,97,2025-04-06 04:00:00,31.81,approved
98,98,2025-01-25 21:00:00,1091.91,approved
99,99,2025-04-20 14:00:00,3257.83,approved
100,100,2025-11-06 12:00:00,1087.24,approved
101,101,2025-02-02 19:00:00,803.23,approved
102,102,2025-04-10 11:00:00,2560.71,approved
103,103,2025-04-12 04:00:00,2613.78,approved
104,104,2025-03-26 22:00:00,1663.18,approved
105,105,2025-04-14 04:00:00,3315.27,approved
106,106,2025-02-01 23:00:00,725.42,approved
107,107,2025-09-26 11:00:00,3198.69,approved
108,108,2025-12-29 18:00:00,2649.17,approved
109,109,2025-01-12 11:00:00,1301.37,pending
110,110,2025-10-20 09:00:00,2828.04,approved
111,111,2025-01-18 09:00:00,483.54,failed
112,112,2025-02-18 11:00:00,475.82,approved
113,113,2025-01-23 11:00:00,3256.18,approved
114,114,2025-04-13 13:00:00,349.84,approved
115,115,2025-01-10 16:00:00,34.2,approved
116,116,2025-11-05 19:00:00,1373.83,approved
117,117,2025-07-28 13:00:00,381.4,approved
118,118,2025-06-04 08:00:00,3023.37,approved
119,119,2025-03-12 22:00:00,3230.97,approved
120,120,2025-12-11 09:00:00,1698.84,approved
121,121,2025-06-05 00:00:00,1500.64,approved
122,122,2025-10-13 14:00:00,1895.86,approved
123,123,2025-01-29 02:00:00,807.16,approved
124,124,2025-04-20 08:00:00,100.0,approved
125,125,2025-12-28 04:00:00,371.4,approved
126,126,2025-06-07 15:00:00,1573.65,approved
127,127,2025-04-29 19:00:00,2148.69,approved
128,128,2025-11-18 11:00:00,3257.18,approved
129,129,2025-11-14 02:00:00,2591.97,approved
130,130,2025-12-17 21:00:00,2536.26,pending
131,131,2025-05-24 22:00:00,1091.84,pending
132,132,2025-01-17 06:00:00,3111.26,approved
133,133,2025-12-22 00:00:00,3315.41,approved
134,134,2025-05-29 09:00:00,3264.28,pending
135,135,2025-12-22 14:00:00,155.03,approved
136,136,2025-06-27 20:00:00,2123.14,approved
137,137,2025-10-21 02:00:00,2258.42,failed
138,138,2025-08-11 08:00:00,1046.83,approved
139,139,2025-07-29 15:00:00,3473.59,approved
140,140,2025-05-03 07:00:00,1033.33,approved
141,141,2025-08-12 04:00:00,773.81,approved
142,142,2025-04-01 07:00:00,1704.83,approved
143,143,2025-12-29 09:00:00,1144.55,approved
144,144,2025-11-27 03:00:00,3235.62,approved
145,145,2025-12-31 15:00:00,1551.47,approved
146,146,2025-03-27 00:00:00,1447.32,approved
147,147,2025-02-01 21:00:00,2198.0,approved
148,148,2025-09-24 03:00:00,302.28,approved
149,149,2025-12-15 20:00:00,2653.43,approved
150,150,2025-02-20 09:00:00,2694.03,approved
151,151,2025-02-20 08:00:00,1669.61,approved
152,152,2025-04-09 23:00:00,3345.83,approved
153,153,2025-10-29 11:00:00,2036.1,pending
154,154,2025-06-08 08:00:00,2439.42,approved
155,155,2025-12-01 10:00:00,3236.72,failed
156,156,2025-09-05 06:00:00,2338.88,approved
157,157,2025-11-08 03:00:00,1522.75,approved
158,158,2025-08-29 20:00:00,106.2,approved
159,159,2025-07-13 02:00:00,2554.48,approved
160,160,2025-08-25 17:00:00,3377.73,approved
161,161,2025-12-18 02:00:00,1656.42,approved
162,162,2025-12-19 14:00:00,1202.39,approved
163,163,2025-09-23 08:00:00,1827.02,approved
164,164,2025-07-30 01:00:00,2554.96,approved
165,165,2025-04-17 05:00:00,22.4,approved
166,166,2025-09-02 20:00:00,3107.5,approved
167,167,2025-07-13 22:00:00,3104.54,approved
168,168,2025-09-04 11:00:00,1903.72,approved
169,169,2025-12-18 17:00:00,445.88,pending
170,170,2025-08-19 05:00:00,2357.88,approved
171,171,2025-01-07 04:00:00,499.7,approved
172,172,2025-11-10 19:00:00,1786.26,approved
173,173,2025-03-15 11:00:00,345.83,approved
174,174,2025-10-03 04:00:00,2069.95,approved
175,175,2025-12-18 19:00:00,1126.88,approved
176,176,2025-06-13 18:00:00,2911.85,approved
177,177,2025-05-10 15:00:00,2803.81,approved
178,178,2025-05-28 15:00:00,3494.69,approved
179,179,2025-10-20 13:00:00,916.11,approved
180,180,2025-03-05 10:00:00,235.07,failed
181,181,2025-03-28 19:00:00,1561.65,failed
182,182,2025-10-23 01:00:00,310.24,approved
183,183,2025-08-27 17:00:00,641.18,approved
184,184,2025-08-29 14:00:00,2098.6,approved
185,185,2025-03-28 03:00:00,2080.62,approved
186,186,2025-04-07 14:00:00,170.78,approved
187,187,2025-07-16 05:00:00,1561.31,failed
188,188,2025-08-10 02:00:00,1865.16,approved
189,189,2025-01-03 02:00:00,952.72,approved
190,190,2025-11-22 11:00:00,3054.71,approved
191,191,2025-10-07 16:00:00,580.62,pending
192,192,2025-10-20 19:00:00,903.58,approved
193,193,2025-01-08 19:00:00,566.34,approved
194,194,2025-11-25 00:00:00,425.58,approved
195,195,2025-12-25 22:00:00,3078.85,approved
196,196,2025-07-26 11:00:00,986.95,approved
197,197,2025-10-20 05:00:00,2534.38,approved
198,198,2025-07-11 20:00:00,1509.38,approved
199,199,2025-12-03 01:00:00,2232.84,approved
200,200,2025-10-06 01:00:00,3250.05,pending
201,201,2025-04-04 10:00:00,2959.24,approved
202,202,2025-12-02 08:00:00,260.07,approved
203,203,2025-08-23 07:00:00,2961.3,approved
204,204,2025-03-29 06:00:00,1592.35,approved
205,205,2025-08-28 02:00:00,1238.51,approved
206,206,2025-08-26 16:00:00,2359.91,approved
207,207,2025-04-02 20:00:00,3326.72,approved
208,208,2025-09-12 08:00:00,347.59,approved
209,209,2025-06-27 05:00:00,2692.91,approved
210,210,2025-12-10 04:00:00,728.21,approved
211,211,2025-12-11 10:00:00,1342.87,approved
212,212,2025-05-16 09:00:00,3060.9,approved
213,213,2025-11-03 08:00:00,1919.38,approved
214,214,2025-06-24 14:00:00,254.75,approved
215,215,2025-03-22 02:00:00,1788.01,approved
216,216,2025-08-13 20:00:00,2767.95,approved
217,217,2025-06-15 17:00:00,1860.5,approved
218,218,2025-10-21 20:00:00,600.77,approved
219,219,2025-03-04 17:00:00,1568.74,approved
220,220,2025-09-16 02:00:00,3236.72,approved
221,221,2025-11-22 23:00:00,2310.55,approved
222,222,2025-07-29 04:00:00,2560.01,approved
223,223,2025-07-25 14:00:00,2755.06,approved
224,224,2025-02-10 21:00:00,335.61,approved
225,225,2025-11-16 08:00:00,2043.75,approved
226,226,2025-08-05 16:00:00,1328.18,approved
227,227,2025-10-26 00:00:00,504.27,failed
228,228,2025-04-27 12:00:00,725.43,approved
229,229,2025-05-12 05:00:00,2738.44,approved
230,230,2025-01-05 05:00:00,581.98,approved
231,231,2025-02-23 02:00:00,1107.22,approved
232,232,2025-10-24 13:00:00,1011.36,approved
233,233,2025-03-17 11:00:00,189.23,pending
234,234,2025-10-07 15:00:00,1628.31,approved
235,235,2025-11-16 00:00:00,2685.44,approved
236,236,2025-08-22 05:00:00,97.09,approved
237,237,2025-12-13 13:00:00,411.68,approved
238,238,2025-03-15 01:00:00,2526.25,approved
239,239,2025-05-03 20:00:00,2085.66,approved
240,240,2025-11-18 23:00:00,2509.06,approved
241,241,2025-06-06 16:00:00,820.76,failed
242,242,2025-10-19 17:00:00,2817.12,approved
243,243,2025-04-15 03:00:00,1689.95,approved
244,244,2025-07-15 17:00:00,2143.85,approved
245,245,2025-08-22 23:00:00,340.69,failed
246,246,2025-12-22 13:00:00,733.51,approved
247,247,2025-01-03 16:00:00,2711.29,approved
248,248,2025-09-04 12:00:00,799.2,approved
249,249,2025-07-11 12:00:00,342.0,approved
250,250,2025-01-13 12:00:00,2098.27,approved
251,251,2025-12-24 07:00:00,1926.82,approved
252,252,2025-11-03 05:00:00,2135.47,pending
253,253,2025-06-07 08:00:00,2171.7,approved
254,254,2025-01-14 21:00:00,1760.69,approved
255,255,2025-01-24 09:00:00,1738.33,pending
256,256,2025-12-09 12:00:00,3236.1,approved
257,257,2025-10-11 06:00:00,1877.91,approved
258,258,2025-06-07 17:00:00,2168.2,approved
259,259,2025-08-19 13:00:00,949.05,approved
260,260,2025-02-13 13:00:00,3051.4,approved
261,261,2025-09-14 07:00:00,104.8,approved
262,262,2025-11-02 11:00:00,1959.15,approved
263,263,2025-07-07 04:00:00,1355.8,failed
264,264,2025-04-26 14:00:00,2121.59,approved
265,265,2025-02-24 21:00:00,1273.4,approved
266,266,2025-11-06 05:00:00,2517.55,approved
267,267,2025-05-26 15:00:00,90.75,approved
268,268,2025-02-24 02:00:00,1432.5,approved
269,269,2025-05-11 20:00:00,2912.8,pending
270,270,2025-11-14 10:00:00,890.7,approved
271,271,2025-07-13 04:00:00,203.57,approved
272,272,2025-12-19 09:00:00,1747.9,approved
273,273,2025-12-21 00:00:00,3418.34,approved
274,274,2025-09-11 15:00:00,243.27,approved
275,275,2025-08-01 06:00:00,263.8,approved
276,276,2025-08-17 22:00:00,2091.01,pending
277,277,2025-08-23 15:00:00,890.24,approved
278,278,2025-04-08 11:00:00,1447.6,approved
279,279,2025-11-12 16:00:00,2910.16,approved
280,280,2025-03-22 17:00:00,711.99,approved
281,281,2025-03-08 18:00:00,2523.16,approved
282,282,2025-03-28 21:00:00,1775.61,approved
283,283,2025-12-15 10:00:00,3169.25,approved
284,284,2025-08-07 20:00:00,3405.91,approved
285,285,2025-05-05 07:00:00,1707.66,approved
286,286,2025-12-30 10:00:00,2054.57,approved
287,287,2025-08-23 17:00:00,2615.53,approved
288,288,2025-06-22 18:00:00,1128.99,failed
289,289,2025-11-27 15:00:00,809.06,pending
290,290,2025-05-29 13:00:00,3377.1,failed
291,291,2025-05-17 15:00:00,1525.5,approved
292,292,2025-01-20 10:00:00,25.54,approved
293,293,2025-11-17 04:00:00,2935.26,approved
294,294,2025-08-06 11:00:00,2106.83,approved
295,295,2025-06-09 23:00:00,606.58,approved
296,296,2025-04-28 08:00:00,124.89,approved
297,297,2025-08-29 08:00:00,1034.36,approved
298,298,2025-01-17 11:00:00,3249.05,approved
299,299,2025-02-12 09:00:00,3268.55,approved
300,300,2025-12-23 22:00:00,1102.29,approved
301,301,2025-03-24 11:00:00,2929.04,approved
302,302,2025-08-16 03:00:00,1557.62,approved
303,303,2025-05-20 11:00:00,2297.12,approved
304,304,2025-08-17 03:00:00,1183.86,approved
305,305,2025-03-28 10:00:00,1815.58,approved
306,306,2025-05-30 18:00:00,1042.35,approved
307,307,2025-08-02 13:00:00,232.68,approved
308,308,2025-09-08 01:00:00,505.04,approved
309,309,2025-08-21 01:00:00,1031.55,approved
310,310,2025-09-30 00:00:00,3417.36,approved
311,311,2025-04-18 01:00:00,3380.54,approved
312,312,2025-12-25 05:00:00,2900.27,approved
313,313,2025-06-29 23:00:00,829.12,approved
314,314,2025-06-09 19:00:00,1556.78,approved
315,315,2025-04-04 10:00:00,1550.44,approved
316,316,2025-03-09 23:00:00,1366.67,approved
317,317,2025-07-13 10:00:00,176.18,failed
318,318,2025-10-08 13:00:00,1880.16,approved
319,319,2025-07-31 23:00:00,273.39,approved
320,320,2025-11-25 19:00:00,2810.68,approved
321,321,2025-01-12 15:00:00,2425.75,approved
322,322,2025-08-15 05:00:00,1247.52,approved
323,323,2025-10-15 10:00:00,2272.03,approved
324,324,2025-09-07 03:00:00,830.97,approved
325,325,2025-04-24 16:00:00,943.07,approved
326,326,2025-09-19 04:00:00,1113.18,approved
327,327,2025-12-14 19:00:00,2793.6,approved
328,328,2025-04-01 06:00:00,753.21,pending
329,329,2025-03-19 13:00:00,1978.48,approved
330,330,2025-08-07 13:00:00,717.63,failed
331,331,2025-04-18 14:00:00,1011.93,approved
332,332,2025-10-28 14:00:00,839.47,approved
333,333,2025-11-15 09:00:00,2264.62,approved
334,334,2025-01-08 21:00:00,1853.02,pending
335,335,2025-05-07 05:00:00,2530.12,approved
336,336,2025-09-08 03:00:00,785.4,pending
337,337,2025-06-26 04:00:00,51.84,approved
338,338,2025-07-04 20:00:00,2388.17,approved
339,339,2025-08-10 09:00:00,419.69,approved
340,340,2025-07-23 06:00:00,877.14,approved
341,341,2025-03-03 21:00:00,1083.79,approved
342,342,2025-10-27 17:00:00,2618.87,approved
343,343,2025-01-22 15:00:00,2198.1,approved
344,344,2025-09-30 15:00:00,661.24,approved
345,345,2025-04-21 21:00:00,2100.65,approved
346,346,2025-03-12 05:00:00,2484.36,approved
347,347,2025-10-12 16:00:00,1373.36,approved
348,348,2025-02-21 19:00:00,875.92,approved
349,349,2025-09-10 20:00:00,2382.86,approved
350,350,2025-12-04 01:00:00,2145.9,approved
351,351,2025-02-26 08:00:00,291.13,approved
352,352,2025-01-25 12:00:00,2340.05,approved
353,353,2025-05-07 01:00:00,1720.04,approved
354,354,2025-03-31 10:00:00,2641.72,approved
355,355,2025-05-09 02:00:00,683.7,approved
356,356,2025-09-02 05:00:00,918.59,pending
357,357,2025-11-29 12:00:00,1910.73,approved
358,358,2025-08-10 14:00:00,1696.43,approved
359,359,2025-05-10 11:00:00,1364.55,approved
360,360,2025-04-29 09:00:00,2616.2,approved
361,361,2025-02-21 13:00:00,1985.34,approved
362,362,2025-01-04 09:00:00,2491.75,pending
363,363,2025-12-28 01:00:00,553.33,failed
364,364,2025-12-05 07:00:00,2556.88,approved
365,365,2025-05-27 14:00:00,1626.12,approved
366,366,2025-05-09 06:00:00,137.51,approved
367,367,2025-08-12 16:00:00,836.03,approved
368,368,2025-03-29 17:00:00,109.63,pending
369,369,2025-12-07 18:00:00,1609.92,approved
370,370,2025-05-20 00:00:00,1154.06,approved
371,371,2025-02-19 10:00:00,3456.32,approved
372,372,2025-04-08 19:00:00,3042.39,approved
373,373,2025-05-09 09:00:00,2893.33,approved
374,374,2025-01-29 23:00:00,1763.89,approved
375,375,2025-04-20 19:00:00,2828.66,approved
376,376,2025-10-20 05:00:00,948.71,approved
377,377,2025-07-21 14:00:00,1971.06,approved
378,378,2025-08-31 21:00:00,1387.35,approved
379,379,2025-07-16 15:00:00,616.27,approved
380,380,2025-03-01 01:00:00,272.69,approved
381,381,2025-10-02 02:00:00,1962.6,pending
382,382,2025-08-07 06:00:00,359.78,approved
383,383,2025-05-23 10:00:00,2518.65,approved
384,384,2025-10-16 17:00:00,3226.71,approved
385,385,2025-06-10 04:00:00,584.13,approved
386,386,2025-04-17 06:00:00,1658.87,approved
387,387,2025-02-20 00:00:00,2590.94,approved
388,388,2025-05-04 20:00:00,1018.2,pending
389,389,2025-11-01 15:00:00,3224.26,pending
390,390,2025-02-25 03:00:00,3111.86,approved
391,391,2025-11-05 09:00:00,381.07,approved
392,392,2025-05-01 06:00:00,115.35,approved
393,393,2025-11-19 01:00:00,3418.08,approved
394,394,2025-03-09 12:00:00,3348.53,approved
395,395,2025-07-16 18:00:00,1489.55,failed
396,396,2025-02-09 09:00:00,195.96,approved
397,397,2025-04-28 02:00:00,2173.69,approved
398,398,2025-01-22 10:00:00,1041.07,approved
399,399,2025-09-10 19:00:00,3279.8,approved
400,400,2025-07-10 23:00:00,2785.42,approved
401,401,2025-09-18 11:00:00,2280.59,approved
402,402,2025-04-13 17:00:00,1010.07,approved
403,403,2025-02-05 17:00:00,2460.41,approved
404,404,2025-04-07 22:00:00,1026.31,approved
405,405,2025-01-02 01:00:00,150.96,approved
406,406,2025-05-26 22:00:00,1789.35,approved
407,407,2025-10-19 14:00:00,1720.62,approved
408,408,2025-11-07 14:00:00,2675.26,approved
409,409,2025-02-01 11:00:00,3032.55,pending
410,410,2025-11-24 17:00:00,1253.55,pending
411,411,2025-03-23 08:00:00,1584.17,approved
412,412,2025-09-28 13:00:00,1656.99,approved
413,413,2025-03-27 23:00:00,1148.3,approved
414,414,2025-05-31 05:00:00,2606.99,approved
415,415,2025-05-01 23:00:00,1836.91,approved
416,416,2025-01-18 22:00:00,3200.57,approved
417,417,2025-10-04 14:00:00,2283.08,failed
418,418,2025-08-05 06:00:00,757.4,approved
419,419,2025-08-11 03:00:00,593.53,approved
420,420,2025-07-31 03:00:00,1315.9,approved
421,421,2025-02-02 01:00:00,1227.3,approved
422,422,2025-07-16 23:00:00,1436.82,approved
423,423,2025-01-12 04:00:00,658.9,approved
424,424,2025-10-16 11:00:00,3424.21,approved
425,425,2025-08-17 05:00:00,527.07,approved
426,426,2025-07-04 07:00:00,2291.22,approved
427,427,2025-07-22 13:00:00,65.48,approved
428,428,2025-09-18 16:00:00,1436.22,approved
429,429,2025-04-20 09:00:00,1095.96,approved
430,430,2025-11-04 04:00:00,1349.45,approved
431,431,2025-08-13 05:00:00,1753.31,approved
432,432,2025-06-05 13:00:00,2109.31,approved
433,433,2025-10-15 16:00:00,2050.62,approved
434,434,2025-04-18 12:00:00,2214.88,approved
435,435,2025-04-07 15:00:00,2959.03,approved
436,436,2025-12-19 10:00:00,3105.78,approved
437,437,2025-09-24 20:00:00,2585.63,approved
438,438,2025-08-27 03:00:00,294.72,approved
439,439,2025-04-15 22:00:00,3365.3,approved
440,440,2025-08-30 05:00:00,3316.95,failed
441,441,2025-04-30 13:00:00,2496.73,approved
442,442,2025-08-05 00:00:00,1820.69,approved
443,443,2025-08-03 09:00:00,892.15,approved
444,444,2025-06-21 10:00:00,2652.1,approved
445,445,2025-06-01 00:00:00,3074.95,pending
446,446,2025-11-23 18:00:00,2334.85,approved
447,447,2025-08-05 03:00:00,2209.17,approved
448,448,2025-11-21 22:00:00,691.66,approved
449,449,2025-07-11 11:00:00,1265.13,approved
450,450,2025-07-28 14:00:00,2536.51,approved
451,451,2025-09-17 03:00:00,78.81,pending
452,452,2025-09-27 16:00:00,2251.6,approved
453,453,2025-09-01 11:00:00,2688.01,pending
454,454,2025-03-26 06:00:00,1184.77,approved
455,455,2025-12-19 13:00:00,285.06,approved
456,456,2025-07-21 18:00:00,2870.54,approved
457,457,2025-09-02 14:00:00,100.0,approved
458,458,2025-08-15 23:00:00,1310.39,approved
459,459,2025-10-22 21:00:00,2481.24,approved
460,460,2025-02-06 08:00:00,2863.11,approved
461,461,2025-08-15 09:00:00,3021.09,failed
462,462,2025-11-05 03:00:00,1865.85,approved
463,463,2025-12-09 09:00:00,1676.03,approved
464,464,2025-10-02 14:00:00,2972.14,approved
465,465,2025-05-23 14:00:00,1979.51,approved
466,466,2025-02-12 09:00:00,2033.7,approved
467,467,2025-12-17 02:00:00,1530.23,failed
468,468,2025-06-09 12:00:00,1317.39,approved
469,469,2025-11-07 10:00:00,1692.28,approved
470,470,2025-10-24 16:00:00,1289.67,approved
471,471,2025-07-15 03:00:00,1215.54,approved
472,472,2025-01-16 20:00:00,3477.95,approved
473,473,2025-04-01 13:00:00,1190.02,approved
474,474,2025-09-28 15:00:00,912.22,approved
475,475,2025-04-19 03:00:00,1251.66,approved
476,476,2025-11-20 07:00:00,2075.92,approved
477,477,2025-05-12 01:00:00,3190.25,approved
478,478,2025-08-25 13:00:00,2761.77,failed
479,479,2025-11-29 09:00:00,2951.0,approved
480,480,2025-05-23 21:00:00,3009.35,approved
481,481,2025-04-05 19:00:00,3223.44,approved
482,482,2025-11-04 13:00:00,838.05,approved
483,483,2025-11-17 07:00:00,1615.11,approved
484,484,2025-01-02 14:00:00,1360.49,approved
485,485,2025-07-04 11:00:00,1348.93,approved
486,486,2025-05-22 20:00:00,2289.95,approved
487,487,2025-12-22 18:00:00,1418.27,approved
488,488,2025-09-25 18:00:00,2164.83,approved
489,489,2025-09-22 09:00:00,1350.33,approved
490,490,2025-05-19 13:00:00,1102.73,approved
491,491,2025-03-11 07:00:00,1248.71,approved
492,492,2025-11-28 22:00:00,2817.07,approved
493,493,2025-10-16 11:00:00,2111.66,approved
494,494,2025-07-25 05:00:00,3409.51,approved
495,495,2025-06-02 09:00:00,2917.64,approved
496,496,2025-10-18 09:00:00,1710.52,approved
497,497,2025-05-01 17:00:00,863.47,approved
498,498,2025-06-24 03:00:00,2365.2,approved
499,499,2025-12-06 08:00:00,2548.73,approved
500,500,2025-02-22 08:00:00,1635.33,pending
501,501,2025-04-10 21:00:00,820.13,approved
502,502,2025-09-03 22:00:00,1959.19,pending
503,503,2025-10-16 17:00:00,903.33,approved
504,504,2025-12-21 10:00:00,3291.19,approved
505,505,2025-12-21 00:00:00,2208.52,approved
506,506,2025-07-05 14:00:00,1035.92,approved
507,507,2025-06-26 14:00:00,770.74,approved
508,508,2025-11-15 09:00:00,2514.2,approved
509,509,2025-05-15 04:00:00,2483.12,approved
510,510,2025-04-12 15:00:00,2098.02,approved
511,511,2025-11-02 16:00:00,2157.77,approved
512,512,2025-12-14 19:00:00,2121.46,approved
513,513,2025-07-05 04:00:00,1273.16,approved
514,514,2025-04-23 18:00:00,3282.2,approved
515,515,2025-02-05 11:00:00,1687.89,approved
516,516,2025-09-08 13:00:00,90.74,approved
517,517,2025-10-13 17:00:00,1232.3,approved
518,518,2025-03-31 06:00:00,473.38,approved
519,519,2025-11-29 04:00:00,1284.58,approved
520,520,2025-04-18 14:00:00,2136.75,approved
521,521,2025-01-09 01:00:00,98.87,approved
522,522,2025-08-10 05:00:00,3048.3,pending
523,523,2025-01-20 05:00:00,2143.88,approved
524,524,2025-04-19 20:00:00,1047.89,approved
525,525,2025-05-13 14:00:00,1102.99,approved
526,526,2025-01-16 05:00:00,1640.53,approved
527,527,2025-04-07 14:00:00,883.36,approved
528,528,2025-08-27 17:00:00,35.11,approved
529,529,2025-10-10 05:00:00,112.42,approved
530,530,2025-07-28 00:00:00,1264.94,approved
531,531,2025-07-13 04:00:00,452.29,approved
532,532,2025-02-14 10:00:00,97.83,failed
533,533,2025-10-24 18:00:00,3010.26,approved
534,534,2025-01-18 07:00:00,974.0,approved
535,535,2025-04-30 16:00:00,1770.87,approved
536,536,2025-11-06 00:00:00,644.34,approved
537,537,2025-07-02 18:00:00,182.6,approved
538,538,2025-03-12 22:00:00,2612.13,approved
539,539,2025-12-15 12:00:00,454.85,approved
540,540,2025-03-07 12:00:00,109.49,approved
541,541,2025-03-26 06:00:00,2063.56,pending
542,542,2025-10-15 14:00:00,66.87,approved
543,543,2025-09-03 16:00:00,1538.28,approved
544,544,2025-05-24 15:00:00,1025.15,approved
545,545,2025-07-14 01:00:00,1131.57,approved
546,546,2025-01-24 08:00:00,33.57,failed
547,547,2025-04-05 11:00:00,3375.92,failed
548,548,2025-05-25 01:00:00,1819.03,approved
549,549,2025-05-31 07:00:00,2012.34,approved
550,550,2025-11-19 17:00:00,2338.11,approved
551,551,2025-07-01 15:00:00,2795.38,approved
552,552,2025-11-14 10:00:00,2135.52,approved
553,553,2025-01-27 18:00:00,2672.45,approved
554,554,2025-07-19 01:00:00,1581.6,approved
555,555,2025-09-04 21:00:00,1312.04,approved
556,556,2025-06-30 01:00:00,2884.51,approved
557,557,2025-10-31 20:00:00,3031.28,approved
558,558,2025-07-06 09:00:00,499.57,approved
559,559,2025-05-25 13:00:00,1908.46,approved
560,560,2025-01-25 08:00:00,2399.08,pending
561,561,2025-06-16 02:00:00,310.92,approved
562,562,2025-09-19 02:00:00,3255.0,failed
563,563,2025-12-05 14:00:00,1829.98,approved
564,564,2025-03-02 06:00:00,2266.19,approved
