order_id,customer_id,seller_id,order_date,status,payment_method,total_amount
100,548,42,2025-05-05 00:10:00,completed,pix,1087.24
101,126,11,2025-12-20 23:33:00,completed,credit_card,803.23
102,63,26,2025-07-17 21:56:00,completed,debit_card,2560.71
103,844,21,2025-08-26 01:43:00,completed,debit_card,2613.78
104,82,2,2025-10-01 17:05:00,returned,credit_card,1663.18
105,819,40,2025-12-22 06:43:00,completed,debit_card,3315.27
106,299,20,2025-12-19 08:05:00,cancelled,debit_card,725.42
107,34,17,2025-04-14 03:10:00,completed,pix,3198.69
108,752,16,2025-05-05 17:07:00,completed,credit_card,2649.17
109,609,42,2025-10-30 12:33:00,completed,debit_card,1301.37
110,49,5,2025-09-08 14:50:00,completed,credit_card,2828.04
111,658,14,2025-05-20 18:20:00,completed,credit_card,483.54
112,637,24,2025-10-26 22:02:00,completed,debit_card,475.82
113,701,4,2025-05-22 02:39:00,completed,pix,3256.18
114,57,48,2025-09-19 15:54:00,cancelled,pix,349.84
115,861,24,2025-12-03 12:25:00,returned,boleto,34.2
116,109,47,2025-11-25 09:30:00,completed,credit_card,1373.83
117,517,9,2025-09-24 01:00:00,completed,boleto,381.4
118,985,3,2025-03-22 06:38:00,completed,pix,3023.37
119,24,9,2025-06-23 16:20:00,completed,debit_card,3230.97
120,221,18,2025-04-03 12:41:00,completed,debit_card,1698.84
121,960,36,2025-04-17 08:04:00,completed,pix,1500.64
122,315,19,2025-11-19 23:05:00,pending,pix,1895.86
123,294,24,2025-05-23 07:23:00,completed,credit_card,807.16
124,929,4,2025-01-06 13:56:00,completed,boleto,-100.0
125,10,9,2025-04-18 02:45:00,cancelled,boleto,371.4
126,677,33,2025-05-21 19:07:00,completed,pix,1573.65
127,481,1,2025-07-19 15:56:00,completed,credit_card,2148.69
128,727,35,2025-08-13 18:20:00,pending,debit_card,3257.18
129,638,10,2025-08-20 10:59:00,completed,pix,2591.97
130,267,12,2025-02-11 07:40:00,completed,boleto,2536.26
131,792,18,2025-04-27 10:07:00,completed,credit_card,1091.84
132,88,14,2025-06-14 06:07:00,completed,credit_card,3111.26
133,455,10,2025-10-30 09:57:00,cancelled,credit_card,3315.41
134,626,10,2025-10-03 07:32:00,completed,boleto,3264.28
135,533,18,2025-10-12 01:44:00,completed,credit_card,155.03
136,148,24,2025-01-02 15:12:00,completed,debit_card,2123.14
137,757,1,2025-04-03 08:44:00,returned,boleto,2258.42
138,778,30,2025-08-31 08:20:00,completed,pix,1046.83
139,729,15,2025-02-04 18:58:00,completed,credit_card,3473.59
140,431,8,2025-09-17 22:33:00,returned,boleto,1033.33
141,996,35,2025-06-21 15:59:00,returned,pix,773.81
142,752,18,2025-03-29 13:00:00,completed,pix,1704.83
143,943,41,2025-05-11 12:34:00,completed,debit_card,1144.55
144,911,16,2025-04-01 15:44:00,completed,pix,3235.62
145,940,21,2025-12-31 07:48:00,completed,debit_card,1551.47
146,744,15,2025-11-21 11:23:00,completed,boleto,1447.32
147,744,5,2025-12-31 04:26:00,completed,debit_card,2198.0
148,242,45,2025-10-01 07:34:00,completed,boleto,302.28
149,702,7,2025-11-22 07:46:00,completed,boleto,2653.43
150,902,48,2025-04-19 23:51:00,returned,credit_card,2694.03
151,741,7,2025-02-10 14:38:00,completed,debit_card,1669.61
152,66,27,2025-11-14 18:09:00,completed,boleto,3345.83
153,972,25,2025-04-11 05:55:00,returned,credit_card,2036.1
154,378,22,2025-12-09 19:51:00,completed,debit_card,2439.42
155,388,48,2025-05-04 13:12:00,completed,debit_card,3236.72
156,791,13,2025-05-03 01:27:00,completed,pix,2338.88
157,781,17,2025-06-14 02:01:00,completed,credit_card,1522.75
158,209,41,2025-02-28 20:34:00,completed,pix,106.2
159,415,44,2025-11-10 13:58:00,completed,boleto,2554.48
160,16,13,2025-12-19 14:12:00,completed,debit_card,3377.73
161,297,26,2025-04-15 04:23:00,completed,boleto,1656.42
162,986,9,2025-02-25 19:48:00,completed,credit_card,1202.39
163,220,5,2025-06-16 12:19:00,completed,debit_card,1827.02
164,769,39,2025-05-24 15:26:00,completed,boleto,2554.96
165,367,33,2025-04-02 19:32:00,completed,debit_card,22.4
166,780,4,2025-10-14 16:11:00,returned,pix,3107.5
167,229,28,2025-04-21 16:20:00,completed,credit_card,3104.54
168,631,26,2025-02-01 02:29:00,completed,credit_card,1903.72
169,440,4,2025-01-19 02:46:00,completed,credit_card,445.88
170,690,16,2025-07-13 18:03:00,completed,debit_card,2357.88
171,532,37,2025-03-05 06:08:00,pending,boleto,499.7
172,450,22,2025-10-01 21:43:00,pending,boleto,1786.26
173,36,36,2025-04-22 15:21:00,completed,credit_card,345.83
174,847,38,2025-12-07 23:44:00,pending,debit_card,2069.95
175,422,35,2025-03-28 20:34:00,completed,debit_card,1126.88
176,918,25,2025-04-01 12:31:00,pending,debit_card,2911.85
177,620,8,2025-01-27 19:55:00,completed,boleto,2803.81
178,189,17,2025-03-08 00:31:00,completed,credit_card,3494.69
179,178,18,2025-11-20 13:18:00,returned,boleto,916.11
180,608,50,2025-09-13 19:37:00,completed,pix,235.07
181,315,12,2025-10-20 13:20:00,returned,debit_card,1561.65
182,20,33,2025-08-25 22:47:00,completed,pix,310.24
183,676,23,2025-07-03 17:58:00,completed,credit_card,641.18
184,382,12,2025-07-16 13:02:00,completed,credit_card,2098.6
185,609,11,2025-05-07 12:10:00,completed,boleto,2080.62
186,143,13,2025-05-15 04:26:00,completed,credit_card,170.78
187,62,35,2025-04-11 01:03:00,completed,credit_card,1561.31
188,242,27,2025-10-22 04:02:00,completed,boleto,1865.16
189,238,25,2025-03-20 21:33:00,pending,boleto,952.72
190,131,40,2025-12-05 13:05:00,completed,boleto,3054.71
191,605,3,2025-10-15 16:59:00,cancelled,boleto,580.62
192,603,49,2025-07-17 10:54:00,completed,credit_card,903.58
193,645,25,2025-10-20 18:54:00,completed,pix,566.34
194,123,45,2025-05-08 02:43:00,completed,boleto,425.58
195,440,10,2025-04-15 13:35:00,returned,credit_card,3078.85
196,927,17,2025-03-29 02:38:00,completed,credit_card,986.95
197,342,3,2025-07-03 16:48:00,completed,credit_card,2534.38
198,419,45,2025-05-15 07:12:00,pending,credit_card,1509.38
199,630,22,2025-10-11 12:48:00,completed,credit_card,2232.84
200,455,38,2025-03-12 23:59:00,completed,boleto,3250.05
201,198,14,2025-08-18 06:50:00,completed,boleto,2959.24
202,282,27,2025-03-26 11:48:00,completed,debit_card,260.07
203,886,42,2025-10-18 18:54:00,completed,debit_card,2961.3
204,1,20,2025-05-07 08:28:00,completed,boleto,1592.35
205,723,48,2025-12-04 06:22:00,pending,boleto,1238.51
206,775,18,2025-08-07 02:23:00,pending,boleto,2359.91
207,932,13,2025-04-20 20:15:00,completed,pix,3326.72
208,332,42,2025-06-23 12:37:00,returned,boleto,347.59
209,212,6,2025-04-06 01:57:00,completed,credit_card,2692.91
210,87,10,2025-06-01 05:30:00,completed,pix,728.21
211,665,37,2025-08-25 04:13:00,completed,pix,1342.87
212,862,29,2025-08-06 13:35:00,completed,credit_card,3060.9
213,699,6,2025-02-04 14:47:00,completed,credit_card,1919.38
214,61,39,2025-02-10 17:33:00,completed,debit_card,254.75
215,797,11,2025-08-10 08:46:00,completed,credit_card,1788.01
216,95,48,2025-07-21 08:34:00,pending,boleto,2767.95
217,786,25,2025-02-24 01:22:00,pending,boleto,1860.5
218,553,44,2025-07-09 08:07:00,completed,debit_card,600.77
219,147,44,2025-02-28 20:41:00,completed,pix,1568.74
220,246,30,2025-10-26 17:52:00,completed,pix,3236.72
221,644,20,2025-12-25 18:37:00,pending,debit_card,2310.55
222,961,37,2025-08-17 07:28:00,completed,boleto,2560.01
223,297,16,2025-10-07 20:20:00,completed,debit_card,2755.06
224,123,31,2025-03-25 13:56:00,returned,boleto,335.61
225,655,29,2025-05-31 20:28:00,completed,boleto,2043.75
226,694,6,2025-01-30 16:07:00,completed,credit_card,1328.18
227,704,29,2025-08-25 12:55:00,completed,debit_card,504.27
228,456,32,2025-10-06 03:11:00,completed,debit_card,725.43
229,399,9,2025-10-29 15:36:00,returned,boleto,2738.44
230,719,37,2025-01-08 21:50:00,completed,boleto,581.98
231,946,23,2025-09-05 20:18:00,completed,credit_card,1107.22
232,231,16,2025-08-23 19:13:00,completed,boleto,1011.36
233,534,18,2025-08-24 13:28:00,completed,boleto,189.23
234,402,19,2025-01-15 18:41:00,completed,pix,1628.31
235,592,44,2025-02-07 15:09:00,completed,debit_card,2685.44
236,130,2,2025-07-02 00:13:00,completed,credit_card,97.09
237,292,10,2025-08-04 17:35:00,completed,credit_card,411.68
238,276,12,2025-09-09 17:02:00,completed,boleto,2526.25
239,912,46,2025-10-02 00:37:00,completed,debit_card,2085.66
240,835,18,2025-06-23 04:55:00,returned,pix,2509.06
241,376,19,2025-01-30 01:49:00,completed,credit_card,820.76
242,926,38,2025-01-08 02:07:00,returned,boleto,2817.12
243,55,37,2025-06-01 16:01:00,completed,debit_card,1689.95
244,578,27,2025-04-21 14:52:00,pending,pix,2143.85
245,739,48,2025-11-28 10:26:00,completed,debit_card,340.69
246,26,14,2025-12-11 23:22:00,completed,credit_card,733.51
247,441,45,2025-05-23 11:17:00,completed,boleto,2711.29
248,765,34,2025-01-16 07:11:00,completed,boleto,799.2
249,197,2,2025-11-19 04:17:00,pending,credit_card,342.0
250,642,44,2025-04-10 16:01:00,completed,credit_card,2098.27
251,243,33,2025-09-02 10:17:00,completed,debit_card,1926.82
252,824,19,2025-05-11 09:31:00,cancelled,credit_card,2135.47
253,724,27,2025-06-14 17:19:00,completed,debit_card,2171.7
254,190,48,2025-05-04 00:44:00,completed,boleto,1760.69
255,802,30,2025-11-14 06:47:00,completed,pix,1738.33
256,738,7,2025-12-23 11:13:00,completed,boleto,3236.1
257,758,27,2025-02-17 13:27:00,completed,boleto,1877.91
258,568,21,2025-04-14 06:14:00,completed,pix,2168.2
259,567,7,2025-03-28 00:13:00,completed,pix,949.05
260,276,48,2025-08-07 22:21:00,completed,pix,3051.4
261,818,25,2025-06-13 05:42:00,completed,boleto,104.8
262,409,38,2025-11-10 14:50:00,completed,credit_card,1959.15
263,340,18,2025-06-11 20:37:00,completed,boleto,1355.8
264,153,33,2025-01-17 12:22:00,completed,credit_card,2121.59
265,565,33,2025-12-20 19:32:00,pending,debit_card,1273.4
266,398,32,2025-10-11 21:28:00,completed,boleto,2517.55
267,444,25,2025-04-17 10:05:00,completed,pix,90.75
268,623,14,2025-03-26 21:38:00,completed,boleto,1432.5
269,427,38,2025-11-12 13:38:00,returned,boleto,2912.8
270,958,38,2025-12-02 03:36:00,completed,pix,890.7
271,487,4,2025-09-26 06:48:00,returned,debit_card,203.57
272,204,44,2025-12-18 19:01:00,returned,debit_card,1747.9
273,112,18,2025-10-22 10:06:00,pending,debit_card,3418.34
274,325,10,2025-07-13 13:10:00,completed,debit_card,243.27
275,959,35,2025-09-24 17:13:00,completed,boleto,263.8
276,258,35,2025-03-25 12:23:00,completed,boleto,2091.01
277,950,40,2025-01-01 02:39:00,cancelled,pix,890.24
278,528,23,2025-04-24 04:33:00,pending,credit_card,1447.6
279,951,25,2025-09-12 20:43:00,returned,pix,2910.16
280,350,1,2025-04-13 07:09:00,completed,debit_card,711.99
281,939,18,2025-03-16 15:47:00,completed,credit_card,2523.16
282,957,15,2025-01-11 05:43:00,completed,pix,1775.61
283,678,25,2025-02-02 00:21:00,completed,debit_card,3169.25
284,813,32,2025-06-18 13:17:00,completed,credit_card,3405.91
285,894,20,2025-08-29 12:51:00,completed,credit_card,1707.66
286,435,17,2025-06-10 03:24:00,returned,debit_card,2054.57
287,426,11,2025-05-11 04:10:00,completed,credit_card,2615.53
288,280,13,2025-08-22 23:07:00,cancelled,pix,1128.99
289,371,25,2025-12-05 05:10:00,cancelled,pix,809.06
290,670,20,2025-10-09 13:33:00,completed,pix,3377.1
291,933,25,2025-04-28 05:05:00,completed,credit_card,1525.5
292,249,42,2025-05-23 00:55:00,completed,credit_card,25.54
293,891,45,2025-05-05 21:18:00,completed,debit_card,2935.26
294,181,49,2025-07-06 22:00:00,completed,debit_card,2106.83
295,703,31,2025-11-25 07:39:00,completed,credit_card,606.58
296,999,1,2025-11-03 21:04:00,returned,pix,124.89
297,651,16,2025-08-11 17:52:00,completed,credit_card,1034.36
298,78,48,2025-06-21 23:24:00,completed,boleto,3249.05
299,919,28,2025-05-19 17:35:00,cancelled,pix,3268.55
300,885,21,2025-02-13 10:31:00,completed,boleto,1102.29
301,336,30,2025-04-26 11:17:00,completed,debit_card,2929.04
302,50,3,2025-02-26 02:51:00,completed,credit_card,1557.62
303,85,34,2025-11-19 05:48:00,completed,boleto,2297.12
304,695,6,2025-09-13 17:46:00,completed,credit_card,1183.86
305,695,43,2025-06-12 13:44:00,returned,boleto,1815.58
306,4,29,2025-05-21 12:26:00,completed,credit_card,1042.35
307,993,3,2025-05-09 02:16:00,completed,pix,232.68
308,950,33,2025-10-05 02:09:00,completed,debit_card,505.04
309,317,11,2025-12-11 11:23:00,completed,pix,1031.55
310,111,45,2025-04-05 21:23:00,returned,debit_card,3417.36
311,334,5,2025-12-07 08:03:00,pending,pix,3380.54
312,851,50,2025-03-20 20:30:00,completed,debit_card,2900.27
313,763,32,2025-12-03 05:06:00,returned,pix,829.12
314,133,47,2025-03-05 08:18:00,pending,credit_card,1556.78
315,612,18,2025-04-03 13:36:00,completed,pix,1550.44
316,991,47,2025-12-14 03:49:00,completed,boleto,1366.67
317,914,20,2025-12-27 06:07:00,completed,boleto,176.18
318,684,39,2025-05-05 20:07:00,completed,credit_card,1880.16
319,799,49,2025-09-30 02:58:00,completed,credit_card,273.39
320,119,40,2025-06-16 16:16:00,completed,credit_card,2810.68
321,350,28,2025-01-23 12:41:00,completed,boleto,2425.75
322,917,13,2025-06-15 07:18:00,cancelled,pix,1247.52
323,687,26,2025-02-01 02:00:00,pending,credit_card,2272.03
324,542,16,2025-07-18 08:22:00,completed,pix,830.97
325,55,25,2025-08-30 13:40:00,cancelled,debit_card,943.07
326,361,10,2025-03-10 10:18:00,completed,pix,1113.18
327,708,29,2025-12-22 05:11:00,completed,pix,2793.6
328,453,46,2025-06-03 11:55:00,completed,boleto,753.21
329,553,38,2025-09-23 18:56:00,cancelled,pix,1978.48
330,685,20,2025-09-05 01:39:00,returned,boleto,717.63
331,330,26,2025-07-13 07:15:00,pending,debit_card,1011.93
332,219,32,2025-09-13 06:10:00,returned,boleto,839.47
333,208,39,2025-07-06 02:26:00,completed,debit_card,2264.62
334,670,38,2025-11-13 21:31:00,cancelled,debit_card,1853.02
335,845,49,2025-09-27 08:41:00,completed,credit_card,2530.12
336,740,24,2025-08-02 23:12:00,completed,pix,785.4
337,85,31,2025-04-17 07:17:00,completed,pix,51.84
338,685,40,2025-02-07 21:35:00,completed,credit_card,2388.17
339,245,12,2025-11-26 03:18:00,completed,credit_card,419.69
340,872,36,2025-10-18 20:15:00,completed,pix,877.14
341,685,10,2025-11-30 21:28:00,completed,credit_card,1083.79
342,335,6,2025-06-13 12:29:00,completed,credit_card,2618.87
343,212,7,2025-03-27 11:46:00,completed,debit_card,2198.1
344,596,31,2025-11-21 21:15:00,completed,credit_card,661.24
345,685,27,2025-07-28 16:06:00,completed,credit_card,2100.65
346,183,8,2025-01-02 13:37:00,returned,boleto,2484.36
347,955,3,2025-07-21 01:08:00,pending,pix,1373.36
348,133,40,2025-03-19 13:55:00,completed,boleto,875.92
349,892,47,2025-01-19 12:14:00,returned,credit_card,2382.86
350,800,21,2025-08-27 14:07:00,completed,credit_card,2145.9
351,774,1,2025-07-22 09:44:00,completed,boleto,291.13
352,350,45,2025-12-06 12:26:00,completed,credit_card,2340.05
353,282,50,2025-03-24 08:21:00,completed,debit_card,1720.04
354,293,15,2025-03-30 20:07:00,completed,boleto,2641.72
355,269,7,2025-01-25 03:33:00,completed,boleto,683.7
356,861,15,2025-10-20 08:03:00,completed,pix,918.59
357,197,25,2025-08-24 02:20:00,completed,boleto,1910.73
358,537,3,2025-12-15 07:50:00,pending,debit_card,1696.43
359,653,30,2025-09-14 19:56:00,completed,credit_card,1364.55
360,984,14,2025-05-30 03:24:00,completed,boleto,2616.2
361,735,4,2025-03-26 19:18:00,completed,boleto,1985.34
362,20,36,2025-08-03 22:41:00,returned,pix,2491.75
363,759,3,2025-04-18 09:06:00,completed,pix,553.33
364,840,5,2025-06-20 15:39:00,cancelled,credit_card,2556.88
365,956,25,2025-11-29 04:36:00,cancelled,boleto,1626.12
366,713,31,2025-07-13 19:07:00,completed,debit_card,137.51
367,405,11,2025-08-04 02:15:00,completed,credit_card,836.03
368,115,8,2025-08-08 18:40:00,completed,debit_card,109.63
369,895,26,2025-08-22 11:47:00,returned,boleto,1609.92
370,701,2,2025-06-17 06:51:00,completed,credit_card,1154.06
371,980,28,2025-04-24 22:34:00,completed,pix,3456.32
372,975,48,2025-11-25 16:34:00,completed,pix,3042.39
373,26,10,2025-12-20 18:52:00,completed,debit_card,2893.33
374,566,50,2025-07-20 13:36:00,completed,credit_card,1763.89
375,682,39,2025-04-09 04:05:00,cancelled,debit_card,2828.66
376,395,37,2025-11-08 20:36:00,completed,pix,948.71
377,933,39,2025-02-13 09:47:00,returned,boleto,1971.06
378,381,21,2025-02-09 16:14:00,completed,pix,1387.35
379,523,28,2025-04-03 11:32:00,completed,boleto,616.27
380,539,38,2025-06-17 12:25:00,completed,debit_card,272.69
381,862,33,2025-05-15 01:49:00,completed,debit_card,1962.6
382,83,11,2025-05-01 20:37:00,completed,debit_card,359.78
383,802,45,2025-10-28 16:35:00,completed,boleto,2518.65
384,550,44,2025-12-11 10:53:00,completed,debit_card,3226.71
385,445,1,2025-07-24 04:25:00,completed,debit_card,584.13
386,87,47,2025-12-14 06:58:00,pending,credit_card,1658.87
387,949,33,2025-06-29 00:43:00,completed,boleto,2590.94
388,833,3,2025-08-08 15:15:00,completed,debit_card,1018.2
389,387,26,2025-01-09 21:48:00,completed,debit_card,3224.26
390,963,15,2025-12-25 21:55:00,completed,boleto,3111.86
391,668,41,2025-06-05 04:21:00,completed,boleto,381.07
392,398,14,2025-11-01 05:20:00,completed,pix,115.35
393,820,23,2025-10-15 04:03:00,completed,pix,3418.08
394,286,8,2025-09-11 05:42:00,completed,credit_card,3348.53
395,698,36,2025-07-15 15:55:00,completed,debit_card,1489.55
396,694,20,2025-08-23 23:44:00,completed,boleto,195.96
397,965,6,2025-06-16 11:19:00,completed,debit_card,2173.69
398,369,33,2025-07-04 17:30:00,completed,pix,1041.07
399,655,28,2025-11-01 03:00:00,completed,pix,3279.8
400,422,50,2025-02-05 16:14:00,completed,pix,2785.42
401,718,38,2025-03-21 10:37:00,pending,boleto,2280.59
402,654,30,2025-06-22 14:32:00,completed,debit_card,1010.07
403,697,46,2025-09-26 13:21:00,completed,boleto,2460.41
404,443,43,2025-10-21 23:32:00,completed,debit_card,1026.31
405,753,17,2025-07-23 04:15:00,completed,credit_card,150.96
406,520,9,2025-10-13 12:04:00,pending,pix,1789.35
407,584,28,2025-01-21 08:56:00,completed,pix,1720.62
408,915,7,2025-02-08 10:30:00,completed,pix,2675.26
409,288,46,2025-12-21 11:50:00,completed,pix,3032.55
410,95,28,2025-02-12 12:40:00,pending,boleto,1253.55
411,669,17,2025-10-05 08:11:00,returned,pix,1584.17
412,41,40,2025-05-06 19:56:00,completed,debit_card,1656.99
413,331,48,2025-08-07 18:14:00,cancelled,debit_card,1148.3
414,813,44,2025-11-09 08:03:00,completed,pix,2606.99
415,781,44,2025-05-09 05:06:00,completed,pix,1836.91
416,155,5,2025-09-21 05:19:00,completed,boleto,3200.57
417,504,5,2025-11-03 06:48:00,completed,boleto,2283.08
418,275,14,2025-07-09 21:32:00,completed,debit_card,757.4
419,666,6,2025-06-17 06:13:00,pending,debit_card,593.53
420,565,7,2025-05-03 17:43:00,completed,credit_card,1315.9
421,179,17,2025-03-04 17:06:00,completed,debit_card,1227.3
422,933,9,2025-03-06 10:09:00,completed,credit_card,1436.82
423,752,31,2025-03-02 14:25:00,completed,pix,658.9
424,137,22,2025-02-06 09:48:00,completed,pix,3424.21
425,767,45,2025-02-04 01:47:00,completed,pix,527.07
426,988,9,2025-03-19 22:17:00,completed,debit_card,2291.22
427,736,16,2025-10-18 09:44:00,completed,debit_card,65.48
428,180,36,2025-04-10 07:00:00,completed,pix,1436.22
429,182,34,2025-12-15 20:47:00,completed,boleto,1095.96
430,259,45,2025-08-22 22:11:00,completed,pix,1349.45
431,243,13,2025-05-26 08:49:00,completed,credit_card,1753.31
432,96,19,2025-06-28 17:14:00,completed,boleto,2109.31
433,197,12,2025-12-30 11:26:00,completed,boleto,2050.62
434,904,36,2025-02-12 12:15:00,completed,debit_card,2214.88
435,526,10,2025-08-05 08:53:00,pending,debit_card,2959.03
436,632,16,2025-04-28 17:30:00,cancelled,credit_card,3105.78
437,387,28,2025-05-04 02:01:00,completed,pix,2585.63
438,408,19,2025-04-07 08:11:00,completed,pix,294.72
439,269,40,2025-11-12 03:50:00,completed,debit_card,3365.3
440,171,6,2025-08-24 16:24:00,completed,debit_card,3316.95
441,925,4,2025-10-23 20:09:00,completed,pix,2496.73
442,584,30,2025-03-20 22:48:00,completed,boleto,1820.69
443,691,39,2025-08-03 07:37:00,pending,credit_card,892.15
444,170,31,2025-12-07 20:34:00,completed,credit_card,2652.1
445,159,46,2025-09-22 07:16:00,completed,credit_card,3074.95
446,509,27,2025-07-06 21:50:00,completed,debit_card,2334.85
447,447,45,2025-06-23 02:03:00,completed,boleto,2209.17
448,666,21,2025-05-17 09:36:00,completed,credit_card,691.66
